LISTA DE ARTICULOS Nº 201 VIGENCIA 29/09/2025,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
CODIGO,DESCRIPCION,LISTA 1,
CAR399B,AMOLADORA 4 1/2 Mod. G72 (2GUIAS),11609.28,
CAR21028,TALADRO A BATERIA 14 Volt. (Cobre),12426.42,
CAR398,AMOLADORA 4 1/2 Mod. G72䀰,13209.52,
CAR21027,TALADRO A BATERIA 14 Volt. (Cobre),13917.59,
CAR138,PULIDORA Mod.6138-40,12152.68,
CAR139,MARTILLO,22760.28,
CAR142,ROEDORA,12884.52,
CAR144,TALADRO W425 MOD.7950,13562.69,
CAR21020B,RECTIFICADORA,12394.60,
CAR21051,LIJADORA ORBITAL MOD CD 400 135 W,6943.19,
CAR21052,TALADRO PERCUTOR BH 100 10 MM 450 W. ,7091.40,
,TAL. PERCUTOR BH 150 10 MM 2 VEL 450 W,,
,"TAL. PERCUTOR BH 200 10 MM VEL VARIABLE REVER 450 W,",,
,TAL. PERCUTOR BH 300 13 MM VEL VARIABLE REVER 500 W,,
CAR21053,SIERRA CIRCULAR 1400 W,12400.31,
CAR21054,"LUSTRA LIJADORA WP 1300 DISCO 7""",13951.21,
CAR21055,TALADRO PERCUTOR MOD 7960 AR 500 W,13562.69,
CAR21056,AMOL. PROFECIONAL,15500.85,
CAR21057,BORDEADORA 600W.(W5600-AR),12394.60,
,,,
ART. Nº,BOSCH,,
CAR21005,AM. 4 ½ “  Mod. 3278 / 1347 ( AZUL – VERDE ),13209.52,
,CIZALLA  Mod. GSC 2.8 -  ROEDORA Mod. GNA 2.00,,
CAR220,AM. 7” y  9” Mod.  1351 / 1352 – 1356 / 1357,19372.73,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.00,
,MART. ELECTRONEUM.  GSH 10C,0.00,
,"AM. 7"" MOD. GWS 18-180",0.00,
,"AM. 9"" MOD. GWS 23-230 ",0.00,
CAR220A,AM. 7” y  9” Mod.  1351 / 1352 – 1356 / 1357,21665.61,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.00,
,MART. ELECTRONEUM.  GSH 10C - CON DISPOSITIVO DE ,0.00,
,CORTE,0.00,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.00,
,OV2,0.00,
CAR21003,AM. 4 ½ “ ,11771.18,
CAR21002,AM. 7” y 9”,19372.73,
CAR21002A,AM. 7” y 9” - CON DISPOSITIVO DE CORTE,21665.61,
CAR216,AM. 7” y 9” ALEM.,15500.85,
CAR213,LIJAD. Mod. 1317 / TALADRO DEMOL . 11214 / 11313,14723.69,
CAR215,MART. Mod. 11205 / TAL. 11206 / 1527,14723.69,
,11222 / 111230 – GSH ( Con LUZ DE SERVICIO ),0.00,
CAR21006,ATORNILLADOR TALADRADORA Mod. GSR 6-40TE,13175.01,
,R 6 – 40TE   -  LIJ. ORBITAL PSS 23,0.00,
,TAL. PERC. 13-16mm. 520W. Mod. CSB 520-2,0.00,
CAR21004,TAL. Mod. 1106 / 3246 / 1163 / 1184 / LIJ. BANDA PBS 75A,13209.52,
,LIJ. EXCÉNTRICA Mod. GEX 150 AC./ LLAVE DE IMPACTO Mod. 1436,0.00,
CAR212,TAL. ROTOPERCUTOR  Mod. 0173,13175.01,
CAR217,AM. 5” 1020 WATS  Mod. 3343 (Verde ),14688.57,
,AM. 5” 1400 WATS  Mod. 1705 ( Azul ),0.00,
,AM. 5” 1400 WATS  Mod. 1385 ( Azul ) L. Serv.,0.00,
,"AM. 5"" GWC 9-125",0.00,
CAR218,DSR 620 WATS de 13 a 24mm.,13209.52,
,TAL. PERCUTOR Mod. GSB 20-2 701 WT 13mm.,0.00,
,TAL. PERCUTOR Mod. GSB 20-2 701 WT 13mm.,0.00,
CAR219,SIERRA MÁRMOL Mod. GDC 34,14723.69,
CAR851,MARTILLO ELECTRO. NEUMATICO MOD GBH4DFE,15790.50,
,,,
ART. Nº,BTA,,
CAR318,AM.  7”  FERM ( ITALIANA ),15500.85,
CAR380,ASPIRADORA BTA,15497.97,
CAR399BTA,"AMOL. 4 1/2 "" RIPO  (BTA)    ( DOBLE GUIA )",9009.27,
CAR508,BTA AM. 7” y  9”  SIM – ZU01 – 230C,15500.85,
CAR750,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 30L,11624.82,
,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 60L,,
,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 80L,,
CAR751,SIERRA SENSITIVA 350 MM BTA 1600 W,15500.85,
,,,
ART. Nº,CASALS,,
CAR180,TAL. ROTOPERCUTOR  Mod. P14/2 AM – P14 REM,14723.69,
,P14 REAM - P14 REATM - AM 4 ½ “ Mod. AG 6/115,0.00,
,AG 8/125 – AG 10/150 - AG 10/115 – AG 10/125,0.00,
CAR181,AM 7” y 9” Mod. AG 20/230 - AG 21/230 – AG 22/178 / 230,15500.85,
CAR182,TALADRO 13mm. –Mod. ME 20 REM – ME 22 REM,13209.52,
,ME 26 REM- TS 10A – T 10A – T13/2A,0.00,
,T 13/2 REA – M13 REVCM,0.00,
CAR21183,ROTO MARTILLO DESTRUTOR BEKER MOD MP 50,17049.23,
,,,
ART. Nº,COBRA MASTER,,
CAR801,INGLERTADORA CON DESPLAZAMIENTO LASER,13951.21,
,INGLERTADORA SIN DESPLAZAMIENTO LASER,0.00,
,SIERRA CIRCULAR DE BANCO,0.00,
CAR802,MARTILLO ELECTRONEUMATICO TE 32850- TE 26710,13562.69,
CAR803,MARTILLO ELECTRONEUMATICO TE 26750,13175.01,
CAR804,AMOLADORA  ANGULAR 800 W,11624.82,
CAR805,AMOLADORA  ANGULAR 900 W,11609.28,
CAR806,LIJADORA ORBITAL 180 W,10075.30,
 ,AMOLADORA  500 W,0.00,
CAR807,LUSTRA LIJADORA 180,15500.85,
CAR808,AMOLADORA 180,17049.23,
CAR809,MARTILLO ELECTRO NEUMATICO MOD Z1C-KZ2-26,13175.01,
CAR810,AMOLADORA  ANGULAR 230 MM Mod 230 1200 W,15500.85,
CAR811,SIERRA CALADORA VEL VAR Mod SC 350 500 W,10075.30,
CAR812,LIJADORA DE BANDA Mod. ST 75 TH  800 W  ( DOBLE GUIA ),11624.82,
CAR813,DURLOKERA 6 MM VEL VAR Mod. DU 450  450 W  ( DOBLE GUIA ),11609.28,
CAR814,TALADRO DE IMPACTO Mod TI 13 710  DE 710 W,10075.30,
CAR815,AMOLADORA  ANGULAR 115 MM Mod AA 115  ( DOBLE GUIA ),11609.28,
,,,
ART. Nº,DE WALT,,
CAR283,DW 107 TAL. 10mm. – CABLE LARGO,13951.21,
,DW 501/507 t.p. 10/13mm. Cable Largo ( 302 ),0.00,
CAR284,DW 301 CORT. DE PIEDRA,14723.69,
CAR286,DW 304 SIERRA SABLE,14723.69,
,DW 849 / 290 – LLAVE DE IMPACTO Y TALADRO ,0.00,
,13mm. –DW 352 – SIERRA CIRCULAR,0.00,
CAR302,DW 508 / 503 TALADRO 13mm. Cable Corto y Largo,14723.69,
CAR280,DW 402 AM. 4 ½ “ CABLE CORTO,14723.69,
,DW 507 / 501 TALADRO 13mm.,0.00,
,DW 412 – LIJADORA ORBITAL,0.00,
CAR282,DW 474 AM. ANG. 7” ,16224.82,
,DW 705 INGLETADORA,0.00,
CAR301,DW 478 / 492 AM. 7” y 9”,19738.86,
CAR281,DW 512 TAL. PERCUTOR,13945.02,
CAR285,DW 870 TROZADORA 14” - SENSITIVA,15500.85,
CAR307,DW 541K – MARTILLO ELEC. NEUMÁTICO C/ LUZ SER,17049.23,
,DW 545K -         “                 “              “                      “        “,0.00,
,DW 543K – ROTO MARTILLO  ,0.00,
CAR211,DW 816 LIJADORA – DW 848 Amol. 4 ½ “ 800W.,11771.24,
,DW 448 AMOLADORA 4 ½ “ DW513 Tal. Per. 13mm.,0.00,
CAR141,DW 675 CEPILLO,10851.14,
CAR333,DW 567K MARTILLO PERCUTOR ,14723.69,
CAR140,DW 251/257 ATORNILLADOR,11624.82,
CAR450,"D28474W AMOLADORA  ANGULAR  7"" 2300 W",19740.66,
 ,"D28476W AMOLADORA  ANGULAR  7"" 2700 W",0.00,
,"D28496W AMOLADORA  ANGULAR  9"" 2700 W",0.00,
CAR451,D25900K DEMOLEDOR SDS MAX  1500 W,19740.66,
CAR452,D25303  ROTOMARTILLO SDS PLUS  710 W,15500.85,
CAR453,"DW 818 AMOLADORA ANGULAR 4 1/2"" 900 W",11771.24,
CAR454,DW 861 CORTADORA DE HORMIGÓN,14723.69,
CAR455,DW 389 SIERRA CIRCULAR 1800 W,13951.21,
CAR456,DW 871 CORTADORA sensitiva 2200 w,19374.59,
CAR457,DW 621 REBAJADORA 1100 W,15500.85,
CAR458,"DW 848 - 852 AMOLADORA  7"" Y 9"" 2200 W",19740.66,
CAR459,DW 313 - 318 SIERRA CALADORA 480 W,14723.69,
,,,
ART. Nº,DOVER - BONHER,,
CAR21021,AM. 4”,10851.14,
CAR21019,AM. 7” y 9” LINEA 80,14723.69,
CAR21018,AM. 7” y 9” LINEA 90,15500.85,
CAR21020,LIJ. Y PULID.,12394.60,
,,,
ART. Nº,DOWEN PAGIO ( BTA ),,
CAR340,AM.ANGULAR 115 MM MOD AA115H 710 W,14723.69,
 ,AM. ANGUKLAR 115 MM MOD AA115SP 900 W,,
CAR341,AM. ANGULAR 180 MM MOD AA180SP 1800 W,15500.85,
,AM. ANGULAR 230 MM MOD AA230SP 1800 W,,
CAR342,AM.AANGULAR 230 MM MOD AA230P 2200 W,15843.98,
CAR343,LUSTRALIJADORA MOD LA180SSP 1300 W,13951.21,
CAR344,MINI TORNO MANUAL MOD MM32SP 130 W,11609.28,
CAR345,TALADRO PERCUTOR 10 MM MOD TP101SP 900 W,14723.69,
CAR346,TALADRO PERCUTOR 13 MM MOD TP131P 1050 W,15500.85,
CAR347,TALADRO 16 MM ALTO TORQUE MOD TP161P 1050 W,14723.69,
CAR348,ATORNILLADOR MOD AE60P 710 W,10851.14,
CAR349,LLAVE DE IMPACTO MOD LI25SP 900 W,13951.21,
CAR350,CEPILLADORA MANUAL MOD CM822SP 1100 W,15500.85,
CAR351,SIERRA CALADORA MOD SC80SP 580 W (DOBLE GUIA),11609.28,
CAR352,SIERRA CIRCULAR 190 MM MOD SC190H 1300 W,14723.69,
CAR353,SIERRA CIRCULAR 190 MM MOD SC190SP 1500 W,15500.85,
CAR354,REBAJADORA MANUAL MOD RM12P 1400 W,14723.69,
CAR355,SIERRA SENSITIVA MOD SS350SP 2000 W,15500.85,
CAR356,AM. 115 MM 710 W DP  ( MODELO NUEVO ),13497.13,
CAR357,CORTADORA DE CONCRETO Mod. CC110SP 1600 W ( DOBLE GUIA ),13951.21,
CAR358,ROTOMARTILLO SDS PLUS 30 MM Mod.  RM30P 1020 W,14938.54,
CAR359,LIJADORA ORBITAL  Mod. LO90SP  180 W (DOBLE GUIA ),11609.28,
CAR360,AM. ANG 230 M Mod. SS203P 2200 W,15500.85,
,AM. ANG 180 MM Mod. AA180M 2300 W,0.00,
,AM. ANG 230M Mod. 11230M 2300 W,0.00,
CAR361,AM.  RECTA Mod.  AR25SP 680 W,11070.56,
CAR362,ASPIRADORA PARA POLVO LIQUIDOS Mod. APL30 1400 W,15494.06,
CAR363,TALADRO PERCUTOR  10 MM  Mod TP10H 600 W,11624.82,
,,,
ART. Nº,DRAGON,,
CAR235,AM. RECTA – AMOLADORA 4 ½ ,11624.82,
CAR238,SENSITIVA Mod. J1G – SD41 - 350,15500.85,
CAR303,AM 4” SIM 4,11624.82,
CAR509,SIERRA SENSITIVA Mod. MG – SD01 – 350  dos pares ( doble ),19372.73,
CAR304,AM 7” / 9” S1M – SD02 – 180A / SD01 – 230A,15500.85,
,,,
ART. Nº,DREMEL,,
CAR880,"MINITORNO MOD , 395 JL-JP-PZ VEL. V. 1000A 30000 RPM",8525.36,
,,,
ART. Nº,FERISATTI,,
CAR901,"AM 7 "" MOD A20/8 - A20/4",19372.73,
CAR902,"AM. 4 1/2 "" MOD. GR55",11624.82,
,,,
ART. Nº,GAMMA,,
CAR600,"AM. 4 1/2"" ART HG 003",11245.25,
CAR601,CEPILLO ELECTRICO ART HG006,15500.85,
CAR602,TALADRO ELECTRICO CON PERCUTOR 13 MM ART HG002,14723.69,
CAR603,LIJADORA DE BANDA ART HG009 950 W,15500.85,
CAR604,"AMOLADORA ANGULAR 7"" ART HG004",17049.23,
CAR605,"COTADORA SENSITIVA 14"" ART 1692 2000 W",14723.69,
CAR606,LUSTRA LIJADORA ART HG010,14723.69,
CAR607,TAL ELEC 10 MM C/PERCUTOR REV  ART HG001 Mod. Z1J-BQ-13M2 500 W,11207.85,
CAR608,LIJADORA ORBITAL ART HG007 200 W  (1 GUIA ),10921.50,
CAR609,SIERRA CALADORA PÉNDULAR ART HG008 600 W (DOBLE GUIA),11609.28,
CAR610,MINI TORNO ART HG0012 130 W,11070.56,
CAR611,ASPIRADORAS MODELOS AL 30 AL 60 AL 80,17082.54,
CAR613,CORTACERCO GAMMA 6 X 11 X 11,17223.44,
CAR614,ROTOMARTILLO GAMMA 7X11X14,17223.44,
CAR615,"HIDROLAVADORA 6,1X11X25",17223.44,
,,,
ART. Nº,GLADIATOR,,
CAR315,AMOLADORA ANGULAR MOD AA215 640 W,11266.08,
CAR422,"AMOLADORA  7"" Y 9""",19372.73,
CAR426,TALADRO PERCUTOR 13 MM MOD TP513 800 W,14723.69,
CAR427,AMOLADORA ANGULAR MOD AA518  180 MM 2200 W,15500.85,
,AMOLADORA ANGULAR MOD AA523  230 MM 2200 W,,
CAR428,LUSTRAPULIDORA DE 180 MM Mod. LP 618,13178.55,
CAR429,EQUIPO DE PINTURA Mod. HV 600,14092.16,
,,,
ART. Nº,GOLDSTAR,,
CAR224,CORTADORA HORMIGO. Mod. TCS 110N,14723.69,
CAR177,SENSITIVA Mod. TCH 355N,15500.85,
,,,
ART. Nº,HERRAMIENTAS CHINAS ,,
CAR305,AM. 4 ½ “ ,11607.00,
CAR313,JIG-SAW LIJADORA ( PASTILLA SOLA ),7099.45,
CAR314,JIG-SAW SENSITIVA,15500.85,
CAR315,JIG-SAW AM. 4 ½ “ ( 244 ),11266.08,
CAR21029,ELECTRO BOMBA 12 V COBRE,28333.07,
CAR21030,TAL. De 12 VOLT.  COBRE,28333.07,
CAR316,AM. 7” ANGLE GRIDER,19211.84,
,,,
ART. Nº,HILTI,,
CAR306,MARTILLO TE 704 / 74 / 75,17823.75,
CAR21005,AM. 4 ½ “ WS 115,13209.52,
CAR217 H,AM. 5” – Mod. DC125 C/ Luz Servicio - Mod. WS125,14688.57,
CAR21004,TALADRO ATORNILLADOR ST 18/SD/47 – T1 / T5,13209.52,
CAR215 H,TAL. ROTOPERCUTOR TE 54/55/504/14/15,14723.69,
CAR213 H,TAL. ELECTRONEUMATICO TE 804/805,14723.69,
,,,
ART. Nº,HITACHI - SHANGAI - POWER TOOLS - COBRA,,
CAR21014,AM. De 7” y  9” /SIERRA CIRCULAR - C33,15643.96,
,C7100 AM. – Mod. A8180 POWER TOOLS,,
CAR233,AM. De 4” y 5” / CIZALLA Mod. CE16,13178.25,
,AM. 4 ½ “ Mod. G10SF / G12SI,,
,ROEDORA CN16 – TAL DV20 – VTP 13 – VTP 19,,
CAR21017,CORT.  SENSITIVA Mod. HU 12 / 14,14938.54,
CAR21015,"GARLOPA , TAL.",10075.30,
CAR21016,LUST. LIJ. SAT  180 / RANURADORA Mod. M8 / ,13951.21,
,CORTA CERAMICO Mod.  CM4572 / C6100,,
CAR234,TALADROS,13175.01,
CAR231,TALADROS VARIOS ,14723.69,
CAR232,TALADROS VARIOS C/ TERM.,13951.21,
CAR237,FRES. DE SUPERFICIE - RANURADORA MED. R500N,15500.85,
,,,
ART. Nº,ISKRA PERLES - POWER TOOLS,,
CAR289,AM. 7” A 1208 1400 Watts – A1608 1600 WATTS,13951.39,
CAR21007,AM. 7” – Mod. A456/458  2000WATTS,15500.85,
CAR241,AM. A356/358,19876.51,
CAR288,TAL. T165,15787.19,
CAR300,TAL. 275/TP265 / 275 RS,10851.14,
CAR290,TAL. T110 / 213 / T213 / T265 / TP265,11624.82,
CAR291,TAL. TP213 /  T310 / TP310 / T3130,11624.82,
CAR292,AM 4 ½ “ Mod. A120,13175.01,
CAR293,AM 4 ½ “ Mod. A9115,13175.01,
,,,
ART. Nº,JEPSON,,
CAR189,RANURADORA DE BOQUILLA Mod. 7412,15500.85,
CAR21016,SIERRA CIRCULAR Mod. 8408,13951.21,
CAR199,LIJADORA ORBITAL Mod. 6245/46 – 7206 – 20190 - 1410,10851.14,
CAR319,AMOLADORA 4 ½ ”  Mod. 4245 – 4202,10540.30,
,7204 – 420  - RECTIFICADORA Mod. 5238,,
CAR21014,AMOL. 7 “ y 9”  Mod. 4007/9 - SENSIT. Mod.  9015/9312,15643.96,
CAR179,CORTADORA CONCRETO Mod. 8210 / 11   8107,12400.31,
,,,
ART. Nº,MAKITA,,
CAR244,CEPILLO Mod. 1902 tal. 10MM. Mod. 6410 – TAL 13mm. ,11069.06,
,Mod. DP4700 – ATORNILL. Mod. 6805 .    AM. RECTA ,,
,Mod. 906 – LIJ. ROTO ORB. BO5010 – SIERRA RECÍPROCA Mod. ,,
,JR3000V - LIJ. ORB. 9036 –,,
,TAL. 6.5 mm.  Mod. 6501  ,,
CAR219,MART. DEMOLICIÓN Mod. HM0810,14723.69,
CAR243,AM. 7” y 9” LIJ. – CORT.  SENSITIVA 14” Mod. 2414NB,11897.19,
,SIERRA INGLETADORA MIXTA 10 - ¼ “ Mod. LS1040,,
,SIERRA CIRCULAR  9 – ¼ “ Mod. 5900B ,,
,AM. 7” y 9” LIJ. – CORT.  SENSITIVA 14” Mod. 2414NB,,
,SIERRA INGLETADORA MIXTA 10 - ¼ “ Mod. LS1040,,
,SIERRA CIRCULAR  9 – ¼ “ Mod. 5900B ,,
CAR290,ATORNILLADOR Mod. 6843-AM.  115m.(4 ½) Mod.9524NB,11624.82,
,AM. 115mm. Mod. 9527PB – LIJ. DE BANDA 76mm.( 3”) ,,
,Mod. 9911 – TAL. DE IMP. 10mm. (3/8 “) ,,
CAR21008,AM. 9” Mod. 9049 – AM. 7” Mod. 9047 –  SENSIT. 2414NB,17049.23,
CAR246,LIJADORA - SIERRA CIRC.,13384.51,
,,,
ART. Nº,MARTINS - EINSTEIN,,
CAR250,AM. 7” y 9” Mod. MP / MPE90 / 007 / 9009 – ,15500.85,
CAR21032,AM. 4 ½ “Mod. MP635 – CALAD. MC2000 – LIJAD. MH40,10851.14,
,RECTIFICADORA CUELLO LARGO MOD. MP36,,
CAR21009,LIJ. TAL. PES. MHV2 / MK 11 / MC3 ,12632.93,
,LIJS.PUL MOD MCH2V LUS.LIJ MOD. MHV2 PUL.PAR MOD. MHV1 ,,
,TAL. MOD ML5N TAL. MOD ML16N GIRO PER MP13-N2 TALPES ME-5 /MI-9,,
CAR21036,SIERRA CIRCULAR 7” MOD MT 184,11624.82,
CAR249,TALADROS Mod. ML5/MP13 N2A – ML1,8135.40,
CAR21030,"TALADRO PARA BATERIIA MOD, ML5-12V / ME-5 12V",28333.07,
,,,
ART. Nº,METABO,,
CAR21004,TALADRO B10    /  TALADRO PERCUSIÓN SBE 13R,13209.52,
CAR167,TALADROS 1000/2 S-R-L / SBE 550 RTL / SBE 550 RTL,11624.82,
,SB 550 – LIJ. ORBITAL SR 365 – LIJAD. EXCENTRICA ,,
,SX 6450 – SIERRA CIRCULAR KS 08525,,
CAR153,SIERRA CALADORA STA6000  /  STEP 455  /  SIERRA ,10463.82,
,CALADORA ST450 -  550 / LIJ. ORBITAL SR 26,,
CAR156,CEPILLO HO 0882 / LIJADORA SXE 125,13175.01,
CAR158,AMOLAD. 4 ½ EW 7115-5 /  EW7117 – AMOL.5” EW7126,11624.82,
,LIJ. BANDA BAE 1075 – SIERRA CALAD. ST EP 700,,
,FRESADORA OF E728,,
CAR143,SIERRA CIRC. KS 655 – RS 655 – KST 1157 –  KS 1226,15500.85,
,SIERRA CIRC. KSTE 13175 –  SIERRA  INGLETADORA KGSE ,,
,1670 5-5 /  KSE 1678 5 / MARTILLO BHES  /,,
,FRESADORA OF E 1225,,
CAR132,MARTILLO MHE 105,14723.69,
CAR133,AMOLADORA 7” y 9 “ 2080 /81 / 30 / 31 - 2230 / 31 / 80 /81,15606.20,
CAR165,TALADRO BE 720  / 25 RX2  / B800/25,12400.31,
CAR162,AMOLADORA RECTA G5 6129/40 –  FRESADORA OF528,13175.01,
,SIERRA CALADORA ST EP565  ,,
CAR252,AM. 4 ½ “ ,13175.01,
CAR134,CIZALLA KU 6870 / PUNZONADORA KU 6875 - ,12400.31,
,PULIDORA ANGULAR P6155 – PE7175,,
CAR137,AMOLADORA MFE – 5 - AMOL. SH EW125/BA ODS,13175.01,
,LIJADORA DE BANDA BAE 08765,,
CAR253,AM. 7” y 9”  19180 /1923 /20230 /25230 /25180 /1980 /1923 ,17049.23,
,SIERRA CIRCULAR 17855,,
CAR254,TALADROS – FRESADORA OFE 1812,7828.16,
CAR220,AM. 7 y 9” Mod. 2018 y 2030 – 2000 watts,19372.73,
,,,
ART. Nº,NAREX,,
CAR220 N,AM. 7” y 9” EBU 15B / 26B-B /18C-A /18C-B/23C-A /23C-B,19372.73,
CAR218,AM. 4 ½ “ EBU 12/13 / CALADORA EPL60-ES / ,13209.52,
,CIZALLA ENP20-ES,,
CAR246,TAL. 16mm. –EVP 16-2S / 16B-2S / 16-2F3 / 16B-2F3,13384.51,
,TAL. 13mm. –EVP 13B-2S / 13B-2F5 / 13-2G5,,
,CIRCULAR 5 ½ “ – EPK 16( D ) / 16-E4 ,,
,AM. 5” EBU 15B / 18B5A / 23B-A,,
CAR21004,TAL. 10mm. EVP 10-2 / 10-2H3 / 13-C-2 / 13-C-2H3 ,13209.52,
,13-B-2S / 13B-2F5 / 13B-2G5,,
,,,
ART. Nº,NEO,,
CAR423,"AM. 7"" Y  9"" MOD AA919-AA927 900 W",13175.01,
CAR424,TAL 13 MM PERCUTOR MOD TP813 1050 W,14723.69,
CAR425,"AM. 4 1/2"" MOD AA915 900 W",13562.69,
CAR440,ROTOMARTILLO 3 FUNCIONES MOD. RM 821 650 W,13562.69,
CAR441,MARTILLO DEMOLEDOR  RM 825 ,17605.77,
CAR442,MARTILLO ELEC NUEMATICO MOD RM 708 850 W,19374.59,
CAR443,AM. ANGULAR DE 180 MM Mod. AA923 2300 W,15500.85,
CAR444,AM. ANG. de 115 MM Mod AA 1015 1100 W ( 1 GUIA ),11207.85,
CAR445,ROUTER Mod. RR 706,13386.25,
CAR446,SIERRA CICULAR  Mod. 1007 K,15500.85,
CAR447,"SIERRA CIRCULAR 7 1/4 "" Mod. 707",15500.85,
,,,
ART. Nº,PEUGEOT,,
CAR21035,AM. 7” y 9” ,19374.59,
CAR21040,AM. 7” y 9” Mod. MA230 / MA 180 2000WATTS,19374.59,
CAR21033,TALADROS 10mm. LN ORBITAL - CORTACERCOS,7828.16,
CAR21034,TALADROS 16mm.,12496.11,
CAR21041,LUSTRA LIJADORA Mod. PL172,19374.59,
CAR204P,AM. 4 ½ “ Mod. MEB720 – MEB115,11771.24,
,,,
ART. Nº,POWER TOOLS,,
CAR501,AMOLADORA 7” y 9” Mod. A-8230 / A-8180,13175.01,
CAR502,AMOLADORA 7” y 9” Mod. A- 9230 / A- 9180,17049.23,
CAR21007,AMOLADORA 7” y 9” Mod. A-4180,15500.85,
CAR507,AMOLADORA Mod. A-4115  4 ½  / SIERRA CIRC. K-3360,13951.21,
CAR233,SIERRA CIRC. Mod. C-5500,13178.25,
CAR503,CORTADORA HORMIGÓN Mod. C-6100,15500.85,
CAR21016,TALADRO 13mm. Mod. P-4513,13951.21,
CAR504,TALADRO 13mm. Mod. P-8213,15500.85,
CAR505,ASPIRADORA INDUST.  V-9560,10851.14,
CAR236,ASPIRADORA  V-92-23,19372.73,
CAR506,SENSITIVA 14” ( POWER TOOLS ),19374.59,
CAR513,"AMOLADORA 4 1/2"" A 7115",11624.82,
CAR512,TALADRO T 9110 P9616 9213-9214,12400.31,
CAR514,AM 115 A10115/16,13562.69,
CAR515,"AM..7"" Y 9"" A-6180/230",15500.85,
CAR516,AM. 180 MM MOD A9180 -A9230,14723.69,
CAR517,LIJ DE BANDA B-6422 C-5500,17049.23,
CAR518,CORTACERAMICOS MOD 6100 1100 W,14723.69,
CAR519,DEMOLEDOR MOD N-7308 850 W,13951.21,
CAR520,TAL.T8213/9213 AM. 9115,8135.40,
CAR521,AM. 115 MM MOD A-5116 600 W,11624.82,
CAR522,LUSTRA LIJ MOD L-6180 1200 W,14723.69,
CAR523,TAL PERCUTOR MOD. 6513 650 W,12400.31,
,,,
ART. Nº,ROCK WELL,,
CAR260,AM . 4”,12400.31,
CAR21022,AM. 7” y 9” ,15500.85,
CAR261,TAL.  4100 y VARIOS,8135.40,
CAR258,TAL. DE 6mm. / CAL. / LIJ.,10851.14,
,,,
ART. Nº,RUPPES,,
CAR184,AM. 4 ½ “  y RECTIFICADORA,10851.14,
CAR185,AM. 7” y 9” ,15500.85,
CAR186,LUSTRA LIJADORA Mod. LAR23,12400.31,
CAR187,LIJ. ORB. ,13175.01,
CAR188,TAL. 10mm.,11624.82,
CAR183,AM. 4 1/2 BP15 Y RECTIFICADORA,13175.01,
,,,
ART. Nº,RYOBI,,
CAR264,AM. 4” G 100 TALADRO Mod. D1921- D1900 – Mod. 1410,12400.31,
,CALADORA Mod. 1560 – ATORNILLADOR Mod. 3800,,
CAR191,AM. Mod. G180 / 230 – INGLETADORA Mod. TS380,14723.69,
CAR192,CEPILLO CHICO Mod. 1323,11624.82,
CAR21042,SIERRA CIRCULAR 7 ¼ “,11624.82,
,LIJ. DE BANDA MOD. BE-424 B-7075,,
CAR193,AM.  4 ¼ “ Mod. G1151A,13175.01,
CAR194,AM. 7” y 9” Mod. G1830 / 2360 CL,15500.85,
CAR195,LLAVE IMPACTO Mod. IW 1400,13175.01,
CAR196,TAL. ROTOPERCUTOR Mod. P/ R175/A,12400.31,
CAR197,LIJ. ORB. Mod. SB 6200 – L400,13175.01,
CAR262,AM. ANG. A1800D. – R500 – SC 360,#NUM!,
CAR21023,LIJ. ORBITAL ,7828.16,
CAR21043,CORTADORA HORMIGÓN Mod. C100A,11624.82,
,,,
ART. Nº,SKIL,,
CAR269,GARLOPA,14173.44,
CAR21024,SIERRA Mod. 538 / 571  7 ¼  5150 – 5250 ,8525.36,
CAR268,TAL. CALAD. CORTACERCOS Mod. 560/503 S,10269.38,
,LIJADORA Mod. 7313 – 600watts,,
CAR204,AM. 4 ½ “ Mod. 9410 – 660 WATTS,11771.24,
CAR21044,SIERRA CIRCULAR,12400.31,
CAR198,ATORNILLADOR Mod. 9006,13175.01,
CAR220,AM. 7” Mod. 9651 / 9652 – 80  1800 WATTS,19372.73,
,AM. 9” Mod. 9661  – 80  1800 WATTS / 7” y 9” Mod. 97612  – 80 2300 WATTS,,
,"AMOL. ANGULAR 7"" MOD 9777 2000 W",,
CAR315S,TAL. 13 MM MOD. 6438,11266.08,
CAR21005,"AMOL. ANGULAR 4 1/2"" 115 MM MOD. 9003 720 W",13209.52,
CAR21004,TAL. CON PERCUTOR 10 MM 450 W,13209.52,
CAR852,SIERRA CIRCULAR 7 1/4 MOD 5300,14723.69,
CAR21045,"AMOLADORA ANG. 115-700W 6X8,8X20",14729.39,
,,,
ART. Nº,SPIT,,
CAR511,SPIT AM. 7” y 9” Mod. M230E ( DW301 ),19372.73,
CAR312,SPIT AM. 5” Mod. M125E  C/ LUZ SERVICIO ,15500.85,
CAR218,TAL. ROTO PERC. Mod. 322,13209.52,
